original_text,decoded_text
ZEALAND,ZEALAND
"1회,","1,"
080-070-0701,080-070-0701
:,:
캅,
당,
갈락토,토
0.5g,0.5g
데워서,서
280g,280g
혈액의,의
캡슐간에,에
일,일
1%,1%
보관상태에,보상에
사례,사
곳에,에
하십시오.,하시오.
데일리캡에,일리에
시,시
함량,
소비자분쟁,소비자
비타민B12,비민B12
1일,1일
선택의,선의
8자리,8자리
국번,국
감,
발효플러스,스
"필요,","요,"
[영양,[
교환하여,교하
구입처,구
필요,요
탄수화물,수화
개봉,개
28g,28g
섭취,
반품],]
"병(HDPE),","(HDPE),"
도움을,도을
함안군,안
"1회,","1,"
제조원,제원
받지,지
"글루콘산아연,","아연,"
"조개류(굴,","개(,"
비율임,비
[내포장재질],[내장재]
제품은,제은
0g,0g
·,·
함유,유
조개,개
대두,대
유통전문판매원,유전문원
세포를,를
유통기한,유기한
"게,","게,"
1g,1g
"셀레늄,",","
35,35
트랜스지방,트스지방
1811-2242,1811-2242
환불,
담실로,로
·,·
상품입니다.,상니다.
의약품,의
·,·
"L-라이선염산염,","L-라이선,"
주시기,주시기
시,시
안나토색소,안나토소
이상이,이상이
시오.,시오.
단백질,단
기준치,기
0g,0g
D,D
"(장항동,","(장동,"
지방,지방
5㎍,5μg
·,·
인한,인한
:,:
곳에,에
사항은,사은
비타민,비민
2101162,2101162
"0g(0%),","0g(0%),"
·,·
장내,장내
(6g),(6g)
아닙니다.,아니다.
5자리,5자리
적응을,적을
[영양,[
밀크씨슬,
의해서만,의해서만
충청북도,도
및,
최소,소
"함소아한의원,","소아한의원,"
제품은,제은
단백질,단
X,X
확인,인
음용하실,하
·,·
5㎍,5μg
[나이아신],[나이아신]
5%,5%
1일,1일
섭취를,를
:,:
CJ제일제당의,CJ제일제의
판매원,원
비피덤,비
감소에,소에
물과,과
내부,내부
전,전
보관,보
섭취하십시오.,하시오.
도움을,도을
닫고,고
"분말,",","
서늘한,서한
나트륨,나트
39g,39g
244296,244296
분은,은
분량,
취하십시오.,하시오.
30캡슐),30)
대사에,대사에
모든과정),과정)
:,:
우유단백,우유단
"제(잔탄검,","제(,"
:,:
"18,700mg","18,700mg"
기타식물성유지,기식성유지
GINSENG,GINSENG
않도록,도
에리,에리
개봉,개
확인,인
"필요,","요,"
지방,지방
건강기능식품,기식
국민건강,국민
당,
32mg,32mg
1회,1
강남구,남구
"오징어,","오어,"
*실제,*제
피하여,하
[소비자,[소비자
원료보관,원보
종근당건강(주),(주)
질병의,의
·,·
천천히,천천
니다.,니다.
이상사례,이상사
에서,에서
않는,는
1g,1g
원료명,원
8자리,8자리
"복숭아,","아,"
※,
보관하십시오.,보하시오.
또는,는
마로,마로
11mg,11mg
[비타민B12],[비민B12]
충청남도,남도
"에,","에,"
위한,위한
"영양강화제,","화제,"
주의사항】,주의사
나이아신,나이아신
레티닐,
필수,수
수,수
"1회,","1,"
수,수
있습니다.,있니다.
화성시,화성시
·,·
과라나,과라나
고온다습한,고다한
의약품이,의이
16kcal,16kcal
5kcal,5kcal
22-15,22-15
☎,
보상,보상
영양성분기준치,성기
"수,","수,"
영양,
"로필메틸셀룰로스,","로로스,"
"%),","%),"
에,에
및,
유통기한,유기한
유통기한,유기한
있음,있
"아연,","아연,"
"B1,","B1,"
위한,위한
SAFE,SAFE
lab,lab
Hav'eat,Hav'eat
"어,","어,"
·,·
수,수
드립니다.,드니다.
상처를,상를
어려운,어
30mg(353%),30mg(353%)
내포장,내장
[비타민B1],[비민B1]
예방,방
다이어트,다이어트
생성에,생성에
유통기한이,유기한이
분은,은
자당지방산,자지방
기능성,기성
"필요,","요,"
보상받을,보상을
기능정보],기정보]
Lactobacillus,Lactobacillus
예방,방
섭취,
고객상담실로,고상로
※,
없으니,으니
중단하십시오.,중단하시오.
함유,유
UP,UP
비타민A,비민A
본,
3개입입니다.,3개니다.
의약품,의
비타민,비민
함께,
제조,제
오,오
·,·
비타민D,비민D
"유통하시고,","유하시고,"
"측백나무3.2%,","나3.2%,"
개봉,개
4,4
Traceability,Traceability
+,+
플라보노이드,라보이드
10mg,10mg
있습니다.,있니다.
DHA의,DHA의
"그네슘,","그,"
않는,는
권장십취량,장
섭취하시기,하시기
60캡슐),60)
물과,과
IN,IN
:,:
extract,extract
및,
구입처,구
"66.2mg,","66.2mg,"
알레르기,기
예방,방
의사와,의사와
혈,
혈행,행
함유,유
피부,부
"호두,",","
업무,업
NO.1119KB,NO.1119KB
위한,위한
문의,문의
·,·
/,/
벚꽃길,
·,·
·,·
섭취하십시오.,하시오.
효,
따른,
보관,보
바랍니다.,니다.
신경관의,신경의
만나보실,만나보
위한,위한
발생할,생할
닿지,지
비오틴,비오
구입처,구
"0kcal,","0kcal,"
채취할,할
예방,방
피하고,하고
"우유,","우유,"
주는,주는
0g,0g
후,
"피빈추출물,",","
나트륨,나트
청결하고,하고
"스테아린산,","스아,"
/,/
Alive!,Alive!
/,/
3,3
·,·
필요.,요.
고칼슘혈증이,고이
감귤류껍질추,
"우유,","우유,"
의약품,의
및,
1정을,1정을
내용량,내
경우,경우
바랍니다.,니다.
[내,[내
후,
치료를,를
수,수
30캡슐),30)
:,:
식품의약품안전처,식의안전
:,:
수,수
"I,","I,"
고시,고시
%,%
이산화,이화
D-알,D-
및,
영양성분기준치,성기
"(2%),","(2%),"
있습니다.,있니다.
"비타민C,","비민C,"
증식,식
서초중앙로,서중로
유해산소로부터,유해소로부
2000678,2000678
1일,1일
고시,고시
절단면에,단면에
나트륨,나트
및,
[EPA,[EPA
교환처,교
간혹,
"복숭아,","아,"
"필요,","요,"
식품안전관리인증,식안전리인
교환,교
:,:
제품,제
동결건조유산균(락토바실러스,동유(토스
및,
[비타민B6],[비민B6]
"고등어,","고어,"
"0mg(0%),","0mg(0%),"
제조하고,제하고
점은,은
대한,대한
분쟁,
"필요,","요,"
섭취를,를
보관하십시오.,보하시오.
재질,재
아닌,아
세포를,를
"쇠고기,","고기,"
입력하시면,하시면
"전복,","전,"
단백질,단
억제,제
8,8
형성하고,성하고
후에는,에는
MILK,MILK
북도,도
과다,과다
알레르기가,기가
셀렌/,/
본,
sorbus,sorbus
D-α,D-α
비타민B1,비민B1
100mg,100mg
있는,있는
08/2022,08/2022
[홍삼],[]
"3,500mg","3,500mg"
및,
단백질,단
"Products,","Products,"
요,요
[제조원],[제원]
전라북도,전라도
0g,0g
함량],]
"1.2mg(100%),","1.2mg(100%),"
있습니다.,있니다.
[엽산],[]
"호두,",","
기준에,기에
:,:
"0g(0%),","0g(0%),"
주의하십시,주의하시
당,
데워서,서
및,
주의사항],주의사]
섭취,
신고는,신고는
칼슘과,과
서늘한,서한
및,
"추출물분말,",","
OTHER,OTHER
DHA,DHA
8,8
(400IU),(400IU)
유당,유
"않으나,","으나,"
유익균,유
있는,있는
이런,이
정보는,정보는
건강기능식품,기식
"현미,","현미,"
"0.7g(1%),","0.7g(1%),"
(주)한미양행,(주)한미행
있습니다.,있니다.
의해,의해
또는,는
"조개류(굴,","개(,"
수,수
위한,위한
비타민C,비민C
제조번호,제
"유통하시고,","유하시고,"
및,
황금혼합,
본,
확인하실,인하
[보관방법],[보방]
시스템을,시스을
D),D)
·,·
변색된,
의거,의
드림테크노,드
※,
오창공장,오공장
고객행복센터,고행
수,수
받을,을
"전복,","전,"
·,·
또는,는
"글루콘산아연,","아연,"
"기구,","기구,"
본,
류신,신
의약품,의
소스로,소스로
"대두,","대,"
폴리에틸렌,리에
:,:
있는,있는
함량,
호(5981319),(5981319)
약품이,이
기도,기도
건강이,이
함께,
R,R
감소될,소
및,
JBK,JBK
1g,1g
적용,적
알레르기,기
혈압강하제,하제
같은,은
"엽산,",","
섭취방,방
및,
섭,
함량,
42%,42%
※,
식물발,식
도움을,도을
(주)휴럼,(주)
참조해,해
도움을,도을
사이드,사이드
산단길,단
무첨가,가
유산균,유
식품유형,식유
사용하여,사하
시,시
"바라며,","라,"
:,:
"비타민B2,","비민B2,"
수,수
치료를,를
우유,우유
하십시오.,하시오.
(주)휴럼/,(주)/
않는,는
2022.02.21,2022.02.21
[섭취,[
곳이나,이나
nergy,nergy
4.5mg,4.5mg
"필요,","요,"
발효용기에,기에
또는,는
직사광선을,사선을
물과,과
비타민B2,비민B2
섭취하기,하기
섭취를,를
8,8
X,X
기준이므로,기이로
한,한
거두단지2길,단지2
"판토텐산,","토,"
8,8
공정거래위원회,공정위원
"호두,",","
2),2)
본,
[품목보고번호],[보고]
:,:
결과,과
형성하고,성하고
및,
특성,성
(60g),(60g)
미네랄15,미15
응을,을
:,:
전용,전
"물,",","
지,지
사항은,사은
상담하십시오.,상하시오.
나트륨,나트
있을,있을
칼로,로
경우,경우
"바라며,","라,"
상태에,상에
삼성화재,성화재
심하고,하고
섭취하십시오.,하시오.
제조하고,제하고
금천구,천구
1일,1일
%영양성분기준치,%성기
섭,
비타민B2,비민B2
수준,수
유익균들의,유들의
"땅콩,",","
"1g미만(0%),","1g미만(0%),"
대한,대한
보관하십,보하
방지제),방지제)
섭취하십,하
나타내는,나내는
구입처,구
■,■
16,16
시,시
의약품이,의이
식품유형,식유
비타민B1,비민B1
곳,
※,
"구연산삼나트륨,","구연나트,"
시,시
소비자중심경영인증기업,소비자중경인기업
0621,0621
이,이
누구나,구나
원재료,원재
·,·
신고는,신고는
:,:
"새우,","우,"
"복숭아,","아,"
및,
:,:
고형분,고
방문,방문
장,장
비율임,비
개봉,개
8,8
"(중국산),","(중국),"
"메밀,",","
섭취,
물과,과
프락토,토
나타,나
신,신
알레르기유발물질,기유
특이체,이
혼합,
[판매원],[원]
"2회,","2,"
R,R
충청북도,도
시,시
충청북도,도
신고는,신고는
이상,이상
구입처,구
있으,있으
있음,있
제품과,제과
기능식품,기식
주의사항,주의사
"우유,","우유,"
호일(AI-Foil),일(AI-Foil)
:,:
인체에,인에
의해,의해
time,time
있을,있을
"감초추출농축액,",","
[소비자상담],[소비자상]
및,
기능성을,기성을
필요,요
기가,기가
"시고,","시고,"
곳에서,에서
까지,지
6,6
을,을
교환,교
1399,1399
추정사례,정사
·,·
칼로-스탑,로-스
본,
"항혈소판제,","소제,"
와,와
신고는,신고는
뼈의,의
제품,제
:,:
:,:
미만,미만
분,
무수,수
:,:
:,:
쇠고기,고기
품질관리를,리를
thermophi-,thermophi-
0%,0%
"복합물,",","
드시고,드시고
팽창,
섭취량,
수,수
"1회,","1,"
"고등어,","고어,"
"조개류(굴,","개(,"
"D-소비톨액,","D-소비,"
침전이,전이
섭취하십시오.,하시오.
확인,인
"스트린,","스트,"
2023.08.16,2023.08.16
시,시
[반품,[
섭취방법,방
보관하십시오.,보하시오.
DEOZON,DEOZON
100%,100%
"포도당,","도,"
등을,을
%영양성분기준치,%성기
·,·
영양성분기준치에,성기에
함유,유
반품,
"레몬향,",","
"포도당,","도,"
시,시
일부호,일부
0%,0%
CARE,CARE
N-아세틸글루,N-아
:,:
줄,
경기도,경기도
함유,유
대소면,대소면
식품유형,식유
0g,0g
직사광선을,사선을
이상사례,이상사
:,:
450mg,450mg
바이오타운,이오
및,
"에리스리톨,","에리스리,"
"20kcal,","20kcal,"
위한,위한
36g,36g
X,X
※,
건강,
21001,21001
부정,부정
기능식품,기식
곧바로,로
섭취하십시오.,하시오.
로,로
성에,성에
"구연산삼나트륨,","구연나트,"
함께,
프로바이오틱스,로이오스
보관,보
또는,는
"조개류(굴,","개(,"
있음,있
피해,해
충,
충북,
"비타민C,","비민C,"
있음,있
송파구,구
30,30
홍합,
·,·
LSP2000727,LSP2000727
사용한,사한
의거,의
:,:
원료(성분)를,원(성)를
재에,재에
비타민C,비민C
중단하고,중단하고
있으나,있으나
있습니다.,있니다.
정보,정보
감소에,소에
포도씨,도
면역기능에,면기에
※,
본,
까지,지
주십시오.,주시오.
물에,에
■,■
비타민D,비민D
잣을,을
(주),(주)
간,
덱스트,스트
혈중,중
혈중,중
화물,화
도움을,도을
6,6
스타터,스
및,
피부상태,부상
1일,1일
:,:
상담하십시오.,상하시오.
까지,지
발생,생
/,/
따라,라
"탄수화물,","수화,"
유,유
대사에,대사에
확인,인
DOSE,DOSE
제품은,제은
:,:
하시면,하시면
사례,사
경상남도,경상남도
0g,0g
성분을,성을
"1회,","1,"
혈중,중
"난류(가금류),","(가),"
통해,해
소재지,소재지
치커,
습,
예방,방
0%,0%
보상받을,보상을
예방,방
비타민,비민
유통전문판매원,유전문원
단백질,단
고온,고
고시,고시
:,:
사용하여,사하
본,
발생할,생할
정상,정상
의사와,의사와
구입처,구
약물투약을,을
%,%
식물성,식성
"115,","115,"
X,X
노화로,화로
4.,4.
:,:
있는,있는
섭취하여,하
제품은,제은
"1회,","1,"
|주|,|주|
:,:
스위스,스위스
0g,0g
필요,요
것.,것.
손에,에
"있으나,","있으나,"
"올리고당,","리고,"
저분자콜라겐펩타이드,저자라이드
확인한,인한
섭취하지,하지
미녀들의,미들의
당진시,진시
Contain,Contain
면역력,면
나트륨,나트
건강기능식품,기식
섭,
원남면,원남면
"커피향I,","I,"
올댓다이어트,다이어트
서늘한,서한
·,·
비타민B2,비민B2
94%,94%
1정,1정
:,:
중인,중인
"교환,","교,"
발생,생
및,
포화지방,화지방
수,수
"나이아신,","나이아신,"
기능을,기을
감소에,소에
자라나는,자라나는
"대두레시틴,","대시,"
본,
보관,보
올림픽로,로
유통기한,유기한
않는,는
"제이인산칼륨,","제이인,"
판매원,원
수,수
및,
또는,는
1577-2488,1577-2488
제조원,제원
반품하십시오.,하시오.
12%,12%
"닭고기,","고기,"
이상이,이상이
:,:
건강기,기
발생,생
-,-
전문가와,전문가와
"전복,","전,"
습기가,기가
및,
치료를,를
섭취하지,하지
유기농13종채소,유기13소
의거,의
함께,
및,
제품,제
화물,화
상피세포의,상의
화성시,화성시
/,/
질병의,의
및,
보상,보상
+,+
전문가와,전문가와
0g,0g
세리컷,리
혈액의,의
Vitamin,Vitamin
"분말(결정과당,","(정과,"
3g,3g
이력추적,이적
아닙니다.,아니다.
"분말결정포도당,","정도,"
같은,은
"대두,","대,"
곳에,에
하루,하
상담하,상하
유아,유아
원료명,원
원료나,원나
확인하신,인하신
김포시,김시
www.,www.
데,
의약품이,의이
"특이체질,","이,"
정상으로,정상으로
20343,20343
"땅콩,",","
330,330
건강기능식품의,기식의
NATURAL,NATURAL
서울특별시,서시
"필요,","요,"
있음,있
후,
피,
자몽추출물등,자
반품,
"0g(0%),","0g(0%),"
12ml,12ml
상처를,상를
"펩타이드,","이드,"
"닭고기,","고기,"
"타민A아세테이트,","민A아이트,"
뚜껑(PP),(PP)
"""브라질""","""라"""
엽산,
황색으로,으로
주십시오.,주시오.
개봉,개
줄,
※,
:,:
후,
유통기준],유기]
탄수화물,수화
비타민B6,비민B6
제조,제
독일산,일
041119,041119
D-소비,D-소비
및,
손상된,상
"1회,","1,"
직사광선,사선
도움을,도을
습기,기
"변질,",","
0%,0%
락토바실러스,토스
칼슘마그네슘,마그
수,수
"1회,","1,"
Eyelux,Eyelux
·,·
섭취하십시오.,하시오.
교환장소,교장소
(주)뉴트리원,(주)트리원
어두운,어
적응을,적을
까지,지
90일,90일
유형,유
곳에서,에서
"우유,","우유,"
지방,지방
강남구,남구
충,
※,
그린세라,그라
용,
주의사항,주의사
의해,의해
내포장재질,내장재
※,
및,
등,
시오.,시오.
시,시
지,지
비타민D,비민D
섭취방법,방
입을,을
"L.salivarius,","L.salivarius,"
섭취를,를
"고등어,","고어,"
"글리세린,","리,"
진세노사이드,진사이드
증상이,상이
및,
"아황산류,","아,"
고객상담실,고상
단백질,단
건강기능식품,기식
90일,90일
있,있
원료의,원의
"산화아연,","화아연,"
·,·
"린,",","
/,/
어린이,어이
:,:
필요/뼈의,요/의
※,
가진,가진
:,:
피하여,하
감소에,소에
사항은,사은
단백질0g,단0g
나트륨,나트
열량,
5mg,5mg
청주시,주시
않는,는
"우유,","우유,"
입을,을
이상이,이상이
나타낼,나
있습니다.,있니다.
역기능에,기에
대한,대한
홍합,
제조번호,제
구입처,구
칼슘과,과
의약품,의
장,장
엽산,
(N-아세틸글루코,(N-아
의,의
유용한,유한
권장,장
건강에,에
교환,교
건강기능식품,기식
전,전
전문가와,전문가와
면역기능에,면기에
"밀,",","
개인에,개인에
기능식품,기식
어두운,어
이,이
발생,생
특정,정
않도록,도
"마토,","마토,"
콜레스테롤,스
·,·
801121,801121
기능식품,기식
비타민B12),비민B12)
있으나,있으나
"모링가분말,","가,"
및,
테이트(,이트(
Fullvita,Fullvita
및,
2477,2477
수준을,수을
에,에
:,:
2%,2%
지방,지방
1회,1
경우,경우
요.,요.
"(카라기난,","(라기,"
이,이
필요,요
BEAN,BEAN
B12],B12]
포함)을,)을
반품],]
"미만(0%),","미만(0%),"
1일,1일
비타민B2,비민B2
고시,고시
및,
과다,과다
|주|,|주|
영유아,유아
않습니다.,니다.
관련,
나트륨,나트
인동덩굴꽃봉오리,인동오리
시,시
"1회,","1,"
본,
고객상담실,고상
개발된,개
곳을,을
의거,의
예방,방
필요합,요
0%,0%
/,/
5자리,5자리
시,시
나트륨,나트
공법!,공!
수분,수
※,
·,·
혈중,중
이,이
복숭,
블루베리,리
시,시
3,3
체지방,지방
있음,있
"0g(0%),","0g(0%),"
1644-7267,1644-7267
30포,30
춘천시,천시
확인,인
섭취량],]
수,수
제조하고,제하고
:,:
:,:
당,
향미증진제,미진제
엽산,
직사광선,사선
건강,
"어린이,","어이,"
이,이
"가리비,","가리비,"
"대두,","대,"
까지,지
|,|
보관,보
7657720,7657720
110㎍,110μg
"밀,",","
호르몬의,의
1일,1일
섭취할,할
내,내
외형,
·,·
1일,1일
[보관,[보
자연으로부터,자연으로부
소비자,소비자
손에,에
"임산부,","부,"
대한,대한
"함),","),"
나트륨,나트
[건강,[
흥덕구,구
및,
물과,과
섭취량,
비율임.,비.
0kcal,0kcal
/,/
"프락토올리고당,","토리고,"
구입처,구
후,
섭취량,
칼슘,
5%,5%
섭취하십시오.,하시오.
"메밀,",","
시신경,시신경
함께,
헬퍼,
하루,하
"[1,752mg(500mg","[1,752mg(500mg"
중단,중단
제조번호,제
단백질,단
있음,있
영동공장,동공장
및,
:,:
20.6mg,20.6mg
키즈,
47.25g,47.25g
함유,유
전문가와,전문가와
있으므로,있으로
3mg,3mg
:,:
영양,
※,
흡습되지,지
lon-,lon-
[영양,[
"""유통기한을","""유기한을"
인삼공사,인공사
되시는,시는
1일,1일
"돼지고기,","지고기,"
"2정(2,000mg)","2정(2,000mg)"
없으므로,으로
수유부는,수유부는
※,
/,/
"오징어,","오어,"
대한,대한
콜라겐,라
"0g(0%),","0g(0%),"
건강,
:,:
코코넛꽃즙,
어린이의,어이의
한번에,한에
함께,
·,·
의거,의
정상적인,정상적인
함량],]
:,:
까지,지
"프락토올리고당,","토리고,"
:,:
[비타민B12],[비민B12]
"햇빛,",","
상담하십시오.,상하시오.
대전광역시,대전시
타서,서
:,:
0%,0%
받을,을
섭취량,
섭취량,
40g,40g
고기,고기
:,:
경우에는,경우에는
"비타민B2,","비민B2,"
올림픽로,로
오렌,오
응집억제를,제를
:,:
나트륨,나트
"복숭아,","아,"
15%,15%
사용.,사.
※,
및,
감소에,소에
기준치에,기에
및,
나트륨,나트
·,·
함량],]
[섭취량,[
물과,과
1%,1%
"아황산류,","아,"
"분말,",","
Bio-1동,Bio-1동
직사광선,사선
"정제수,","정제수,"
중성,중성
있음,있
손,
추구,구
이,이
"물,",","
당,
의약품이,의이
제품은,제은
"(삼전동,","(전동,"
성분을,성을
"전복,","전,"
망간/,/
분,
섭취량,
/,/
:,:
섭취하십시오.,하시오.
스타터,스
"토마토,","토마토,"
·,·
1g,1g
기준에,기에
시,시
단백질,단
Traceability,Traceability
for,for
·,·
곳에,에
닿지,지
"구연산,","구연,"
만드는,만드는
오한진,오한진
필요,요
빨리,리
"0mg(0%),","0mg(0%),"
"필요,","요,"
잘,
정상적인,정상적인
골다공증발생,다공생
프리미엄,리미
[섭취,[
81(소공동),81(소공동)
위한,위한
"수유부,","수유부,"
섭취량,
먹기,기
위한,위한
대한,대한
"축액,",","
전문가와,전문가와
비타민C,비민C
따른,
및,
쭈~욱!,~!
홍합,
신고는,신고는
정상적인,정상적인
및,
유기가공식품,유기가공식
"숭아,","아,"
분은,은
반품,
대상,대상
"맑고기,","고기,"
[소비자,[소비자
구입처에서,구에서
2g,2g
0,0
DHA,DHA
"메밀,",","
피하고,하고
혈압건강,
영양성분기준치에,성기에
서늘한,서한
"변질,",","
1588-2675,1588-2675
도움을,도을
주의사항,주의사
:,:
곳에,에
유,유
보상,보상
화성시,화성시
정로,정로
유통,유
함유,유
1회,1
"알류(달갈),","(),"
플라보노이드,라보이드
면역,면
-,-
:,:
8,8
직사광선을,사선을
함량:,:
:,:
직사광선을,사선을
뭉침이,이
"밀,",","
6세,6
곳과,과
을,을
"새우,","우,"
제조번호,제
GMP,GMP
대하여,대하
메가폴리스,가리스
아연,아연
평택시,시
Tip.,Tip.
대한,대한
함께,
※,
소비자분쟁,소비자
"아니며,","아니,"
단,단
중구,중구
있는,있는
[유통기한],[유기한]
서초구,서구
어린이의,어이의
"대두레시틴,","대시,"
미니,미니
:,:
/,/
포장지,장지
건강기능식품,기식
이상이,이상이
5층,5
있습니다.,있니다.
"해바라기레시틴,","해라기시,"
섭취하십시오.,하시오.
[비타민D],[비민D]
건강기능식품,기식
알레르기,기
칼로스탑,로스
우려가,우가
필요,요
·,·
호,
생성에,생성에
·,·
"1,000mg","1,000mg"
비타민B1,비민B1
질병의,의
크릴오일(미국산),오일(미국)
보상받을,보상을
식품의약품안전처,식의안전
추출물],]
바랍니다.,니다.
"*화기,","*화기,"
서늘한,서한
Gly-Pro-,Gly-Pro-
복숭아,아
단백질,단
"회,",","
"HDPE(용기),","HDPE(기),"
유지에,유지에
베지터블오메가3,지오가3
물질에,에
"안나토색소,","안나토소,"
0%,0%
"배양건조물,",","
제12800239호,제12800239
*,*
비타민,비민
의거,의
·,·
없으니,으니
416호,416
"효소처리스테비아,","소리스비아,"
수,수
3,3
질인,인
오송읍,오
·,·
청주시,주시
[섭취시,[시
[아연],[아연]
우려가,우가
하단의,하단의
후,
있습니다.,있니다.
넣어,어
열처리,리
"오징어,","오어,"
고시,고시
제품은,제은
"대두,","대,"
※,
구입처,구
"밀크씨슬추출물,",","
"탄수화물,","수화,"
구입처,구
2.2mg,2.2mg
[원료명,[원
섭취에,에
공,공
시,시
홍미삼,미
필요,요
유해균,유해
/,/
건조한,한
피로인,로인
줄,
보상,보상
절단면에,단면에
수,수
유통하,유하
우유,우유
유통기한이,유기한이
1포(그대로,1(그대로
-,-
진천군,진천
제품,제
장,장
유산균,유
FOODS,FOODS
후,
잘,
안심하고,안하고
"우유,","우유,"
오.,오.
600mgX240정(144g),600mgX240정(144g)
제품은,제은
직사광선을,사선을
전문가와,전문가와
30포(150g),30(150g)
소비자상담실,소비자상
0g,0g
1,1
2.5g,2.5g
보관방법,보방
"태국산),","국),"
연결부위가,연부위가
프리미엄,리미
*,*
※,
[내포장재질],[내장재]
없습니다.,니다.
및,
1일,1일
SPAIN,SPAIN
5mg,5mg
건조하고,하고
소비자분,소비자
비타민E,비민E
8,8
DAESANG,DAESANG
곳에,에
어두운,어
열량,
피하여,하
※,
하와이안,하와이안
관하십시오.,하시오.
나트륨,나트
까지,지
블루베리,리
BYO,BYO
함유,유
형성과,성과
8,8
0%,0%
Traceability,Traceability
수,수
"필요,","요,"
탄탄촉촉,
치아,아
시,시
및,
필,
인증하는,인하는
열량,
특이체질,이
건강을,을
기능식품,기식
브라질,라
하십시오.,하시오.
전,전
1포를,1를
제조원,제원
섭취량,
"새우,","우,"
44-20,44-20
280㎍,280μg
국산),국)
마그네슘,마그
"트립토판),","트토),"
아연,아연
소중히,소중
경,경
기능식품,기식
·,·
체내,내
28%,28%
섭취하십시오.,하시오.
(10g)를,(10g)를
Vitamin,Vitamin
가진,가진
함량],]
강원도,원도
"포함),","),"
함유,유
"덱스트린},","스트},"
쇠고기,고기
없으니,으니
[내포장재질],[내장재]
이내,이내
홍합,
AE,AE
2100721,2100721
보관,보
KOREAN,KOREAN
1일,1일
[비타민B2],[비민B2]
※,
치료를,를
에,에
"토마토,","토마토,"
서울특별시,서시
(10g,(10g
구입처에서,구에서
"아라비아검,","아라비아,"
의약품이,의이
EXP2023/04/30,EXP2023/04/30
:,:
"미국,","미국,"
"2정(1,500mg)","2정(1,500mg)"
까지(년-월-일순),지(년--일)
있는,있는
"A,","A,"
섭취하십시오.,하시오.
직접,
통하여,하
·,·
위한,위한
Inc.,Inc.
있는,있는
밀,
대한,대한
참조하세요.,하요.
14층,14
질병의,의
섭취시,시
동작구,동구
의약품,의
보관하십시오.,보하시오.
호일(AL-foil),일(AL-foil)
곳에,에
개선에,개선에
"농축액,",","
"고등어,","고어,"
"1회,","1,"
:,:
보관하십시오.,보하시오.
DHA,DHA
0%,0%
르기,기
"블랙커런트100%),","트100%),"
중소규모의,중소의
상경로,상경로
알레르기가,기가
0g,0g
섭취하십시오.,하시오.
:,:
제조번호,제
잣,
nergy,nergy
"쌀겨추출분말,",","
골다공증발생,다공생
■,■
및,
항응,
입력하지면,하지면
"탄수화물,","수화,"
"복숭아,","아,"
X,X
받으실,으
파손된,
비율,비
"닭고기,","고기,"
특허,
본,
및,
1544-6335,1544-6335
11,11
섭취,
수술전후,수전
by,by
에서,에서
하십시오.,하시오.
토마토를,토마토를
비율임,비
기한,기한
1회,1
곳에,에
정관장,정장
있습니다.,있니다.
것이,것이
제품,제
수,수
강남구,남구
2.4㎍(100,2.4μg(100
제조가공한,제가공한
290mg,290mg
·,·
수,수
판매원,원
건강,
Lutein,Lutein
"말,",","
트루락,트
감소에,소에
발생될,생
도움을,도을
본,
·,·
츄어블,어
후에는,에는
트랜스지방,트스지방
"1,000mg","1,000mg"
있습니다.,있니다.
수,수
acid,acid
"400㎍(100%),","400μg(100%),"
"토마토추출물,","토마토,"
DHA,DHA
유해산소로부터,유해소로부
섭취량,
6층,6
하십시오.,하시오.
개봉,개
[나이아신],[나이아신]
유통,유
있습니다.,있니다.
"115,","115,"
영양성분기준치,성기
비율,비
관리의,리의
유통기한,유기한
성분을,성을
건조한,한
곳에,에
·높은,·은
2포(4g),2(4g)
받을,을
"게,","게,"
비타민E,비민E
유용한,유한
·,·
1일,1일
즉,
:,:
실온에서,에서
필요.,요.
캡슐을,을
치료,
오리지널 ,오리지
·,·
(주)올가홀푸드,(주)가드
OTHER,OTHER
필요,요
및,
탄수화물,수화
오렌지오,오지오
"비타민C,","비민C,"
"열량20kcal,","20kcal,"
·,·
구성하는,구성하는
22.5mg,22.5mg
:,:
삼가해,가해
1544-6335,1544-6335
후에는,에는
비타민A,비민A
함유,유
"자일리톨,","자일리,"
채취시기,시기
엽산800,800
30일,30일
않도록,도
으로,으로
문의,문의
상담하십시오.,상하시오.
수치는,수는
보관하시고,보하시고
보관하십시오.,보하시오.
필요,요
섭취량,
Oil,Oil
"1회,","1,"
주의하시기,주의하시기
"비타민B2,","비민B2,"
:,:
"0086,","0086,"
Omega,Omega
제조,제
:,:
912318,912318
"d-α-토코페롤,","d-α-토,"
g,g
"땅콩,",","
Lactobacillu,Lactobacillu
셀렌,
수화물,수화
합,
X,X
"차전자피분말,","차전자,"
교환장소,교장소
보상,보상
보관에,보에
흡수되고,수고
섭취량,
요.,요.
엽산,
단하십시오.,단하시오.
51g,51g
"추출물,",","
과다한,과다한
선상,선상
우려가,우가
(주)서흥,(주)서
식품의약품안전처,식의안전
신고는,신고는
시오.,시오.
"산화아연,","화아연,"
"plantarum,","plantarum,"
유통기한,유기한
위험,위
있거나,있나
·,·
보관방법,보방
항],]
·,·
제품은,제은
【내포장재질】,내장재
비율,비
대한,대한
수,수
"밀,",","
·,·
