original_text,decoded_text
원재료명,원재료명
중요한,중요한
"밀,","밀,"
1,1
없는,없는
자세한,자세한
"1회,","1회,"
곳에,곳에
그린,그린
건조효,건조효
홍합포함)를,홍합포함)를
고객상담실,고객상담실
중단하고,중단하고
특이체,특이체
형성에,형성에
알레르기가,알레르기가
"구연산),","구연산),"
피로도,피로도
세포를,세포를
서대문구,서대문구
18%,18%
주의하십시오.,주의하십시오.
"호두,","호두,"
기준에,기준에
X,X
고시,고시
"닭고기,","닭고기,"
카카오색소,카카오색소
충북,충북
5%,5%
건조한,건조한
망간,망간
제품은,제품은
제품이,제품이
O,O
비타민B1,비타민B1
한,한
생길,생길
"D-소비톨액,","D-소비톨액,"
서,서
금천구,금천구
전자레인지,전자레인지
"96,000원","96,000원"
식물원인,식물원인
EPA,EPA
석류,석류
비야대정로,비야대정로
등포구,등포구
"2정,","2정,"
원료나,원료나
β-시클로덱,β-시클로덱
선유로,선유로
영양성분,영양성분
건강기능식품,건강기능식품
과량,과량
및,및
물과,물과
19363,19363
"시트러스껍질추출물,","시트러스껍질추출물,"
유통기한,유통기한
추출한,추출한
"1회,","1회,"
몰리브덴,몰리브덴
"국산),","국산),"
있으므로,있으므로
아연,아연
"귀리식이섬유,","귀리식이섬유,"
의약품이,의약품이
경기도,경기도
및,및
/,/
병용,병용
와,와
소비자분쟁,소비자분쟁
"1회,","1회,"
의약품이,의약품이
1회,1회
"아황산류,","아황산류,"
섭취량,섭취량
산화,산화
엘라스틴,엘라스틴
for,for
홍합,홍합
"복,","복,"
7543720+,7543720+
총모나콜린K,총모나콜린K
30mg(30%),30mg(30%)
주의사항],주의사항]
[EPA,[EPA
섭취,섭취
·,·
"안나토색소,","안나토색소,"
비타민A,비타민A
보관하십시오.,보관하십시오.
비타민,비타민
2.,2.
위해,위해
젤라틴,젤라틴
"의약품(당뇨치료제,","의약품(당뇨치료제,"
후,후
GNM,GNM
레몬향분말(덱스,레몬향분말(덱스
주의사항,주의사항
pact,pact
첨가되지,첨가되지
보관,보관
수,수
간혹,간혹
에너지케어,에너지케어
많아,많아
건조한,건조한
100%,100%
우먼,우먼
※,※
개봉,개봉
75μg,75μg
"영·유아,","영·유아,"
엽산,엽산
"0g(0%),","0g(0%),"
마장면,마장면
5.5mg,5.5mg
0g,0g
과,과
판매가격,판매가격
및,및
24시간,24시간
필요,필요
·,·
분은,분은
"1회,","1회,"
수,수
섭취하거나,섭취하거나
[포장재질],[포장재질]
1일,1일
컴퓨터,컴퓨터
제품은,제품은
손이,손이
"산삼나트륨,","산삼나트륨,"
"쇠고기,","쇠고기,"
열량,열량
단백질,단백질
Hurum,Hurum
"생선콜라겐,","생선콜라겐,"
※,※
261322,261322
원남면,원남면
간혹,간혹
발생,발생
받지,받지
종합비타민,종합비타민
건강기능식품,건강기능식품
비율,비율
담았습니다.,담았습니다.
1%,1%
적용,적용
1회,1회
"게,","게,"
"질,","질,"
취,취
및,및
"(50%),","(50%),"
대한,대한
이체질이거나,이체질이거나
비타민B1,비타민B1
면에,면에
섭취하여,섭취하여
[내용량],[내용량]
·,·
"1회,","1회,"
함량】,함량】
습기를,습기를
"정제수,","정제수,"
영양,영양
궁,궁
"고등어,","고등어,"
rTG,rTG
바랍니다.,바랍니다.
OIL,OIL
(주)휴럼,(주)휴럼
제조하였습니다.,제조하였습니다.
13자리,13자리
지도하십시오.,지도하십시오.
구입처,구입처
보관,보관
"오징어,","오징어,"
같은,같은
5)이상증상시,5)이상증상시
800㎍(200%),800㎍(200%)
"30mg(2,000%),","30mg(2,000%),"
"실리카겔),","실리카겔),"
세포를,세포를
165,165
반품및교환처,반품및교환처
청주시,청주시
섭취하지,섭취하지
함량,함량
시어버터나무유,시어버터나무유
건강정보임,건강정보임
판매원,판매원
[보관방법],[보관방법]
함께,함께
수,수
콜라겐,콜라겐
"1011cfu/g),","1011cfu/g),"
0g,0g
증식으로,증식으로
"밀납,","밀납,"
과민반응이,과민반응이
NB74101,NB74101
·,·
서울특별시,서울특별시
※,※
"메밀,","메밀,"
이노시톨,이노시톨
비타민D,비타민D
필요하신,필요하신
어린이의,어린이의
331637,331637
적고,적고
제조번호｝,제조번호｝
발달,발달
"비타민B2,","비타민B2,"
"필요,","필요,"
유통기한,유통기한
"B.breve,","B.breve,"
GC녹십자,GC녹십자
본,본
함량,함량
마십시오.,마십시오.
아닙니다.,아닙니다.
뼈의,뼈의
(미국산,(미국산
원료,원료
%,%
있습니다.,있습니다.
직사광선을,직사광선을
21%,21%
함유,함유
내용량,내용량
건조한,건조한
기능성을,기능성을
바르게,바르게
:,:
및,및
1577-2488,1577-2488
탄수화물,탄수화물
능합니다.,능합니다.
상처를,상처를
실온에,실온에
수,수
및,및
/,/
피부가,피부가
섭취량,섭취량
홍합,홍합
이상사례,이상사례
[보관방법],[보관방법]
닿지,닿지
1g,1g
1일,1일
수,수
내포장재질,내포장재질
이,이
"밀크씨슬추출물,","밀크씨슬추출물,"
자라는,자라는
기능식품,기능식품
흔들어,흔들어
제조시설에,제조시설에
서울특별시,서울특별시
"굴,","굴,"
진천군,진천군
이력추적,이력추적
줄,줄
전,전
"리톨,","리톨,"
쇠고기,쇠고기
11001-3호,11001-3호
"1캡슐(1,000mg)","1캡슐(1,000mg)"
섭취하게,섭취하게
시,시
50mg,50mg
건강,건강
제이비케이랩,제이비케이랩
"포함),","포함),"
667%,667%
"L-로이신,","L-로이신,"
보관,보관
포,포
및,및
1577-2488,1577-2488
수치는,수치는
수,수
있습니다.,있습니다.
"트륨전분),","트륨전분),"
시,시
위한,위한
품질을,품질을
확인하실,확인하실
유지하는데,유지하는데
유통,유통
특정성분에,특정성분에
따라,따라
및,및
유지하는데,유지하는데
영양,영양
질병의,질병의
의약품이,의약품이
제품은,제품은
손이,손이
섭취,섭취
있으니,있으니
:,:
피해,피해
"게,","게,"
1600-8741,1600-8741
"과당,","과당,"
"우유,","우유,"
"대두레시틴,","대두레시틴,"
"게,","게,"
구강항균,구강항균
영양,영양
이상증상이,이상증상이
"산화마그네슘,","산화마그네슘,"
한국인삼공사,한국인삼공사
장,장
도움을,도움을
유통전문판매원,유통전문판매원
"혼합추출물,","혼합추출물,"
·,·
1g,1g
시,시
폴리에틸렌(PE),폴리에틸렌(PE)
ANTISTRESS,ANTISTRESS
건강,건강
본,본
48g,48g
PTP,PTP
CMC-Na),CMC-Na)
동결건조유산균(락토바실러스,동결건조유산균(락토바실러스
"3,500mg","3,500mg"
수,수
이상사례,이상사례
·,·
중단하고,중단하고
사용하여,사용하여
0.1%,0.1%
"2캡슐,","2캡슐,"
"(굴,","(굴,"
ferme,ferme
·,·
주의하시기,주의하시기
바랍니다.,바랍니다.
기능,기능
10kcal,10kcal
강한,강한
후,후
단백질,단백질
nergy,nergy
상담하십시오.,상담하십시오.
"비타민E,","비타민E,"
섭취방법,섭취방법
"외국산(러시아,","외국산(러시아,"
현상이,현상이
또는,또는
당,당
치료를,치료를
참조,참조
[판매원],[판매원]
대두,대두
가능.,가능.
개선하여,개선하여
체질이신,체질이신
하십시오.,하십시오.
주시기,주시기
발생,발생
"아황산류,","아황산류,"
까지,까지
섭취량,섭취량
을,을
피,피
·,·
의약품이,의약품이
건강기능식품,건강기능식품
교환,교환
제조시설에서,제조시설에서
있습니다.,있습니다.
시,시
:,:
제품,제품
실,실
비타민B12,비타민B12
"지방,","지방,"
30일,30일
·,·
"질,","질,"
추출한,추출한
함량,함량
어린이의,어린이의
판매원,판매원
분,분
노량,노량
피부,피부
잣을,잣을
/,/
"168(가락동,","168(가락동,"
않는,않는
섭취자의,섭취자의
있으니,있으니
EPA,EPA
섭취를,섭취를
pure,pure
유통기한,유통기한
위해,위해
비타민E,비타민E
사탕수수,사탕수수
31일까지,31일까지
SKIN,SKIN
:,:
8,8
"프락토올리고당,","프락토올리고당,"
Lacto-,Lacto-
시,시
본(BONE)케어,본(BONE)케어
까지,까지
나린진,나린진
809325,809325
성분을,성분을
안나토색소,안나토색소
7.5mgNE(50%),7.5mgNE(50%)
Traceability,Traceability
10kcal,10kcal
개봉,개봉
40,40
유통기한,유통기한
박옥선,박옥선
침침하신,침침하신
및,및
요.,요.
1일,1일
건강을,건강을
1577-2488,1577-2488
나타나는,나타나는
함량,함량
:,:
2%,2%
뼈의,뼈의
"틱스,","틱스,"
"1,150mg","1,150mg"
"헝가리,","헝가리,"
항산화,항산화
카페인을,카페인을
시오.,시오.
판매원,판매원
있습니다.,있습니다.
정상으로,정상으로
호모시스테인,호모시스테인
제품,제품
필요,필요
곳에,곳에
문가와,문가와
섭취하세요.,섭취하세요.
함량,함량
공기의,공기의
0%,0%
생,생
취,취
수,수
탄수화물,탄수화물
0g,0g
제품명,제품명
고칼슘혈증이,고칼슘혈증이
·,·
·,·
"구연산,","구연산,"
Traceability,Traceability
주의사항],주의사항]
곳에,곳에
체질이신,체질이신
점막,점막
"쇠고기,","쇠고기,"
%],%]
"비타민E,","비타민E,"
분쟁해결기준에,분쟁해결기준에
대상,대상
유통과정,유통과정
있거나,있거나
다를,다를
"Inc.,","Inc.,"
개인에,개인에
0g,0g
X,X
0%,0%
복합,복합
영양,영양
섭취하십,섭취하십
종이,종이
유통기한,유통기한
0%,0%
이용에,이용에
아연,아연
(기능성원료인,(기능성원료인
나트륨,나트륨
침침한,침침한
:,:
바로,바로
10kcal,10kcal
GMP,GMP
원료명을,원료명을
시,시
직사광선을,직사광선을
개봉,개봉
"아황산류,","아황산류,"
복용하시는,복용하시는
Vitaminbank,Vitaminbank
눈,눈
이상사례,이상사례
표시,표시
손에,손에
"밀,","밀,"
※,※
"7kcal,","7kcal,"
30%,30%
걱정되시는,걱정되시는
섭취시,섭취시
:,:
"덱스트린,","덱스트린,"
발생할,발생할
기능정보,기능정보
교,교
위험,위험
않는,않는
·,·
신고는,신고는
개봉,개봉
원],원]
기한,기한
제품은,제품은
고객상담실,고객상담실
·,·
본,본
Prebiotics,Prebiotics
※,※
U.S.A.,U.S.A.
광정로,광정로
바랍니다.,바랍니다.
"자황색소,","자황색소,"
1정(850mg),1정(850mg)
업소명,업소명
:,:
:,:
또는,또는
500mg,500mg
초소형,초소형
질병의,질병의
같은,같은
보관,보관
저어,저어
본,본
구아비잎추출물,구아비잎추출물
100%,100%
줄,줄
[제조원],[제조원]
30,30
의약품이,의약품이
위한다면?,위한다면?
올리브영,올리브영
"약품(항응고제,","약품(항응고제,"
상담하십시오.,상담하십시오.
GMP,GMP
곳에,곳에
G01011270301,G01011270301
당,당
섭취하십시오.,섭취하십시오.
총,총
판매처,판매처
·,·
질환이,질환이
의해,의해
"우유,","우유,"
"돼지고기,","돼지고기,"
건강,건강
등),등)
"팜유,","팜유,"
"카라기난,","카라기난,"
건조하고,건조하고
·,·
제제(,제제(
1일,1일
시,시
"우데(세네갈산),","우데(세네갈산),"
않게,않게
제품설명서,제품설명서
시간에,시간에
함량,함량
변질될,변질될
치료를,치료를
제품과,제품과
체내,체내
물과,물과
절단면에,절단면에
비타민C,비타민C
2정,2정
800mg,800mg
비율,비율
있으니,있으니
후,후
캡,캡
곳에서,곳에서
섭취를,섭취를
경기도,경기도
확인하신,확인하신
오손된,오손된
분은,분은
1577-2488,1577-2488
고객상담실,고객상담실
IDCC,IDCC
기능식품,기능식품
1일,1일
필요,필요
열량,열량
※,※
후,후
스테비아,스테비아
중,중
조개류,조개류
"정제수,","정제수,"
dl-α-토,dl-α-토
보관하십시오.,보관하십시오.
씹거나,씹거나
(%)영양성분,(%)영양성분
수,수
E9731,E9731
"lactis,","lactis,"
자세한,자세한
해결기준에,해결기준에
※,※
필요,필요
486538,486538
다.,다.
유통전문판매원],유통전문판매원]
2023.04.21,2023.04.21
수,수
유지하기,유지하기
및,및
"지고기,","지고기,"
신고는,신고는
60캡슐),60캡슐)
까지,까지
흔들어,흔들어
질병의,질병의
수,수
및,및
보관방법,보관방법
"있음,","있음,"
1포를,1포를
"1회,","1회,"
바랍니다.,바랍니다.
"100mg(100%),","100mg(100%),"
거침니다.,거침니다.
:,:
브라질산,브라질산
771646,771646
"(1,000mg)","(1,000mg)"
by,by
고온다습한,고온다습한
Management,Management
있음,있음
PE,PE
:,:
서울시,서울시
옥수수전분),옥수수전분)
·,·
항응,항응
리턴업,리턴업
제조번호,제조번호
※,※
X,X
"전복,","전복,"
판매액의,판매액의
제조번호,제조번호
:,:
필요한,필요한
3캡슐),3캡슐)
"(굴,","(굴,"
60캡슐),60캡슐)
같은,같은
추천,추천
유익균을,유익균을
있습니다.,있습니다.
하단에,하단에
알레르기가,알레르기가
·,·
"이산화규소),","이산화규소),"
곳,곳
8,8
영양성분,영양성분
127-16,127-16
"새우,","새우,"
:,:
정제어유,정제어유
글,글
곳에,곳에
년/월/일,년/월/일
1일,1일
따라,따라
1811-2242,1811-2242
·,·
연질캡슐은,연질캡슐은
열량,열량
·,·
별도,별도
함유,함유
분은,분은
:,:
잣을,잣을
밑면표기,밑면표기
서초구,서초구
있을,있을
섭취하지,섭취하지
·,·
미니캡슐,미니캡슐
주의하십시오.,주의하십시오.
줄,줄
주의하십,주의하십
SEVEN,SEVEN
섭취량,섭취량
※,※
자몽농축액(스페,자몽농축액(스페
권장),권장)
Traceability,Traceability
수,수
이력추적관리번호,이력추적관리번호
유통기한,유통기한
6세,6세
809315,809315
필수,필수
섭취량,섭취량
※,※
대한,대한
080-347-0303,080-347-0303
폴리에틸렌,폴리에틸렌
표시일까지,표시일까지
전,전
때문입니다.,때문입니다.
항균작용이,항균작용이
열량,열량
※,※
총,총
표시기간까지,표시기간까지
있는,있는
섭취하십시오.,섭취하십시오.
"호두,","호두,"
2%,2%
내용량,내용량
보상,보상
시설에서,시설에서
유통기한,유통기한
"페롤),","페롤),"
및,및
[기능성,[기능성
나트륨,나트륨
550mg,550mg
기능정보,기능정보
(100%),(100%)
본,본
·,·
및,및
열량,열량
1캡슐을,1캡슐을
체질,체질
생성에,생성에
점은,점은
"천궁,","천궁,"
위해,위해
"락티스,","락티스,"
:,:
"전복,","전복,"
[비타민B6],[비타민B6]
추출한,추출한
X,X
"대두,","대두,"
감소에,감소에
함량,함량
채워주는,채워주는
기준치에,기준치에
및,및
피부와,피부와
1일,1일
높은,높은
료,료
수,수
서울시,서울시
[건강기능식품,[건강기능식품
까지,까지
입력하시면,입력하시면
곳에,곳에
제조시설에서,제조시설에서
[섭취량,[섭취량
"특이체질,","특이체질,"
불가합니다,불가합니다
프로바이오틱스,프로바이오틱스
적,적
5자리(바코드,5자리(바코드
"복숭아,","복숭아,"
공정거래위원회,공정거래위원회
금천구,금천구
지방,지방
내린,내린
제조하고,제조하고
있음,있음
필,필
제품옆면,제품옆면
※,※
독일,독일
원료보관,원료보관
같은,같은
6,6
77g,77g
및,및
섭취하십시오.,섭취하십시오.
비타민B6,비타민B6
및,및
"룰라아제,","룰라아제,"
및,및
u,u
"토마토,","토마토,"
220동,220동
1일,1일
·,·
흡수되고,흡수되고
바랍니다.,바랍니다.
섭취,섭취
1병(앰플)을,1병(앰플)을
참조)],참조)]
"고등어,","고등어,"
이상사례,이상사례
EPA와,EPA와
까지(년-월-일순),까지(년-월-일순)
체내,체내
결합조직,결합조직
락토바실루스,락토바실루스
지도하십시오.,지도하십시오.
L-아르지닌,L-아르지닌
개선에,개선에
조개류,조개류
도움을,도움을
확인하시기,확인하시기
건강기능식품의,건강기능식품의
섭취,섭취
없으므로,없으므로
·,·
직사광선,직사광선
자몽,자몽
DL-,DL-
충분한,충분한
제조번호,제조번호
모양체,모양체
비타민D,비타민D
면역기능에,면역기능에
에너지,에너지
영·유아,영·유아
줄,줄
위원회고시,위원회고시
함량,함량
"구연산,","구연산,"
[유통전문판매원],[유통전문판매원]
판매원,판매원
지방,지방
500,500
제조번호,제조번호
:,:
않는,않는
말토덱스트,말토덱스트
"6층,","6층,"
/,/
"초크추출분말,","초크추출분말,"
제품명,제품명
·,·
뼈의,뼈의
수,수
:,:
아연,아연
홍미삼,홍미삼
제품과,제품과
및,및
있으니,있으니
합성향료(라즈베,합성향료(라즈베
수,수
섭취하십시오.,섭취하십시오.
원활,원활
"토코페롤,","토코페롤,"
주의사항,주의사항
섭취,섭취
"새우,","새우,"
개선하여,개선하여
※,※
"영,유아","영,유아"
시,시
"땅콩,","땅콩,"
"1정(1,918mg)","1정(1,918mg)"
섭취,섭취
있음,있음
900mg,900mg
100%,100%
"0kcal,","0kcal,"
수준을,수준을
장건강에,장건강에
"스,","스,"
교환처],교환처]
"유지,","유지,"
바랍니다.,바랍니다.
동의빌딩),동의빌딩)
있,있
기능성을,기능성을
시,시
:,:
"포함),","포함),"
이,이
필요,필요
"우유,","우유,"
"필요,","필요,"
신경관의,신경관의
고온다습한,고온다습한
오창읍,오창읍
이상사례,이상사례
290mg,290mg
에너지,에너지
정상으로,정상으로
"0.,","0.,"
있음,있음
기능정보,기능정보
GMP,GMP
환불,환불
:,:
"메밀,","메밀,"
구입부터,구입부터
의사와,의사와
"미국,","미국,"
GMP,GMP
"(39%),","(39%),"
20.6mg,20.6mg
및,및
:,:
"특이체질,","특이체질,"
■,■
Omega,Omega
섭취방법,섭취방법
1회,1회
금천구,금천구
어린이의,어린이의
【반품,【반품
위해,위해
제품,제품
"애시도필러스,","애시도필러스,"
제품,제품
도움을,도움을
반세기,반세기
제품은,제품은
원료를,원료를
질병의,질병의
참조,참조
혈행,혈행
유용한,유용한
및,및
총,총
0%,0%
■,■
"로커스트콩검,","로커스트콩검,"
"0kcal,","0kcal,"
온,온
의약품,의약품
※,※
11g,11g
"고등어,","고등어,"
필요,필요
따라,따라
Hurum,Hurum
:,:
아황산,아황산
서울특별시,서울특별시
상담하시기,상담하시기
철,철
않는,않는
손,손
60정),60정)
피로개선,피로개선
8,8
곳에,곳에
흡,흡
어린이가,어린이가
[비타민,[비타민
정보를,정보를
"프락토올리고당,","프락토올리고당,"
"L-발린,","L-발린,"
"포함),","포함),"
발생할,발생할
Ahn,Ahn
[비타민D],[비타민D]
44-20,44-20
잘,잘
"특정질환,","특정질환,"
반품,반품
·,·
"알류(가금류),","알류(가금류),"
수,수
섭취량,섭취량
"쇠고기,","쇠고기,"
1회,1회
나트륨,나트륨
"천연향료),","천연향료),"
수,수
"덱스트린,","덱스트린,"
:,:
제품,제품
이상사례,이상사례
※,※
섭취하십시오.,섭취하십시오.
격한,격한
:,:
있음,있음
-,-
※,※
및,및
입을,입을
섭,섭
및,및
정상적인,정상적인
제조번호,제조번호
중,중
불편할,불편할
세,세
후,후
베지터블,베지터블
"밀납(백납),","밀납(백납),"
/,/
상관없는,상관없는
수,수
"비타민E),","비타민E),"
1일,1일
열에,열에
시,시
단백질,단백질
섭취량,섭취량
도움을,도움을
기억력,기억력
·,·
주의사항],주의사항]
비타민B1,비타민B1
"톨,","톨,"
:,:
"향),","향),"
"덱스트린,","덱스트린,"
연골의,연골의
(아연,(아연
당진시,당진시
건강기능식품,건강기능식품
섭취하지,섭취하지
아니오니,아니오니
"전복,","전복,"
지방,지방
[제품명],[제품명]
제조번호),제조번호)
있음,있음
혈액흐름,혈액흐름
·,·
CHEILJEDANG,CHEILJEDANG
프리미엄,프리미엄
체질,체질
위한,위한
금지,금지
(0.5g,(0.5g
안심하고,안심하고
"dl-α-토코페롤),","dl-α-토코페롤),"
고형분,고형분
제품은,제품은
300%,300%
및,및
"땅콩,","땅콩,"
성분을,성분을
비타민C,비타민C
안심하고,안심하고
기준에,기준에
때에는,때에는
"밀,","밀,"
【제조원】,【제조원】
고객상담실,고객상담실
0g,0g
치료,치료
보상,보상
근육,근육
섭취를,섭취를
호모시스테인,호모시스테인
UP,UP
않도록,않도록
내포장재질,내포장재질
예방,예방
특이체질,특이체질
:,:
고시,고시
"전복,","전복,"
의거,의거
1일,1일
주의사항,주의사항
※,※
이상반응이,이상반응이
닿지,닿지
시설에서,시설에서
이상이,이상이
Vitamin,Vitamin
제품은,제품은
탄수화물,탄수화물
2154,2154
환불받을,환불받을
생길,생길
:,:
직사광선의,직사광선의
"70%,","70%,"
후,후
않도록,않도록
·,·
3개월분,3개월분
1일,1일
"염산염,","염산염,"
또한,또한
하십시오.,하십시오.
에너지,에너지
:,:
공정거래위원회,공정거래위원회
:,:
업소명,업소명
"조,","조,"
천식이,천식이
제품은,제품은
지방,지방
경기도,경기도
섭취방법,섭취방법
가와,가와
"회,","회,"
세포를,세포를
제조시설에서,제조시설에서
까지,까지
잣을,잣을
수유부는,수유부는
열량,열량
※,※
"복숭아,","복숭아,"
E),E)
섭취,섭취
서,서
체내,체내
0mg,0mg
발안로,발안로
150㎍,150㎍
"이산화규소,","이산화규소,"
장애가,장애가
감소에,감소에
:,:
0%,0%
및,및
1889,1889
지방,지방
및,및
"1g(0%),","1g(0%),"
직사광선,직사광선
(스위스산),(스위스산)
:,:
원료를,원료를
"조개류(굴,","조개류(굴,"
"의거,","의거,"
"함),","함),"
섭취를,섭취를
[비타민,[비타민
후,후
"닭고기,","닭고기,"
보관방법,보관방법
건조효모(셀렌/,건조효모(셀렌/
·,·
주의하십시오.,주의하십시오.
1g,1g
[제조원],[제조원]
관련,관련
지을때,지을때
의약품이,의약품이
폴리에틸렌,폴리에틸렌
개봉,개봉
제조번호,제조번호
하여,하여
국번없이,국번없이
1일,1일
고객센터,고객센터
섭취방법,섭취방법
포장재질,포장재질
기준에,기준에
"기타과당,","기타과당,"
-,-
유해산소로부터,유해산소로부터
섭취방법,섭취방법
:,:
섭취량,섭취량
의사와,의사와
지표성분,지표성분
않도록,않도록
입력하시면,입력하시면
15g,15g
"새우,","새우,"
본,본
·,·
"유),","유),"
기능식품,기능식품
·,·
:,:
드십시오.,드십시오.
[망간],[망간]
제품명,제품명
()안의,()안의
"(스페인산),","(스페인산),"
100%,100%
/,/
천연향료(오렌지,천연향료(오렌지
25kcal,25kcal
10%,10%
참조,참조
지방,지방
제품은,제품은
X,X
"홍합),","홍합),"
대풍산단,대풍산단
제조번호,제조번호
"오징어,","오징어,"
문의,문의
사례,사례
분,분
치료를,치료를
수유부는,수유부는
예방,예방
"(0%),","(0%),"
오렌지,오렌지
사항은,사항은
비타민E,비타민E
츄어블,츄어블
2정을,2정을
하시기,하시기
"0mg(0%),","0mg(0%),"
인터넷홈페이지,인터넷홈페이지
[제조원],[제조원]
"0g(0%),","0g(0%),"
함유,함유
않도록,않도록
섭취하십시오.,섭취하십시오.
섭취량,섭취량
는,는
지방,지방
다.,다.
ULTRA,ULTRA
개인에,개인에
"톨,","톨,"
철의,철의
1캡슐(700mg),1캡슐(700mg)
2캡슐(1.25g),2캡슐(1.25g)
"땅콩,","땅콩,"
"시클로덱스트린,","시클로덱스트린,"
인체적용시험결과,인체적용시험결과
어두운,어두운
보상,보상
유지],유지]
14,14
"비타민C,","비타민C,"
"대두레시틴,","대두레시틴,"
대두함유,대두함유
주의사항,주의사항
있습니다.,있습니다.
"RE(30%),","RE(30%),"
에너지,에너지
건강기능식품의,건강기능식품의
대한,대한
나트륨,나트륨
후,후
3g,3g
및,및
[비타민D],[비타민D]
지방,지방
및,및
기능유지에,기능유지에
"필요,","필요,"
보이는,보이는
오렌지,오렌지
※,※
부보습에,부보습에
(주)함소아제약,(주)함소아제약
줄,줄
%영양성분기준치,%영양성분기준치
항응고제,항응고제
건강기능식품,건강기능식품
"필요,","필요,"
시네트롤,시네트롤
이상)한,이상)한
본,본
판매원,판매원
"닭고기,","닭고기,"
물,물
건강기능식품,건강기능식품
유지,유지
섭취방법,섭취방법
세포와,세포와
자세한,자세한
은,은
중단하십시,중단하십시
제품은,제품은
수,수
※,※
루테인,루테인
"스페인산),","스페인산),"
받지,받지
섭취량,섭취량
·,·
(스페,(스페
지방,지방
[비타민,[비타민
질병의,질병의
개봉,개봉
대한,대한
대한,대한
신체,신체
필요,필요
뼈,뼈
:,:
영양성분기준치,영양성분기준치
곳에,곳에
10+,10+
1.000mg,1.000mg
정상적인,정상적인
제품은,제품은
"새우,","새우,"
있습니다.,있습니다.
감소에,감소에
0g,0g
"토마토,","토마토,"
총,총
"고기,","고기,"
약물투약을,약물투약을
기능식품,기능식품
필요,필요
일산동구,일산동구
음성군,음성군
:,:
31%,31%
주의사항],주의사항]
줄,줄
100%,100%
돼지고기,돼지고기
필요,필요
영양,영양
[트루락,[트루락
중단하십시오.,중단하십시오.
고시,고시
채취,채취
"호두,","호두,"
8㎍,8㎍
시,시
건강,건강
에,에
"피하고,","피하고,"
:,:
영동대로,영동대로
치아,치아
및,및
치커리,치커리
건강,건강
서울약사신협,서울약사신협
1일,1일
"로필렌글리콜,","로필렌글리콜,"
"(국산),","(국산),"
"마그네슘,","마그네슘,"
혈압강하제,혈압강하제
생성에,생성에
판토텐산,판토텐산
070-4221-2091,070-4221-2091
초유,초유
별도,별도
어두운,어두운
참조하시기,참조하시기
"생선콜라겐,","생선콜라겐,"
※,※
기억력,기억력
3,3
신경발달에,신경발달에
X,X
의사와,의사와
직사광선,직사광선
문의하시기,문의하시기
는,는
섭취량,섭취량
하고,하고
제조원,제조원
제품은,제품은
후에는,후에는
2104호,2104호
보관방법,보관방법
또는,또는
위한,위한
별도,별도
"복숭아,","복숭아,"
섭취하지,섭취하지
"탄수화물,","탄수화물,"
칼슘과,칼슘과
섭취,섭취
피곤하신,피곤하신
당,당
제품은,제품은
시,시
또는,또는
75%,75%
개선에,개선에
및,및
사용한,사용한
/,/
"1,000mg","1,000mg"
"밀,","밀,"
섭취량,섭취량
제조번호,제조번호
까지,까지
·,·
0mg,0mg
서늘한,서늘한
잘,잘
0mg,0mg
경우,경우
수,수
/,/
오메가-3,오메가-3
섭취량,섭취량
보관하십시오.,보관하십시오.
본,본
맥스,맥스
제품은,제품은
일일섭취량,일일섭취량
다른,다른
홍합,홍합
함께,함께
도움을,도움을
외포장재질,외포장재질
0.46%,0.46%
Daily,Daily
오송생명14로,오송생명14로
"구연산삼나트륨,","구연산삼나트륨,"
490,490
tobacillus,tobacillus
생성에,생성에
건강에,건강에
섭취방법,섭취방법
"새우,","새우,"
비타민E,비타민E
제품은,제품은
2101024,2101024
0.525mg,0.525mg
220150,220150
물과,물과
제품의유형,제품의유형
단백질,단백질
(Gly-Pro-Hyp,(Gly-Pro-Hyp
및,및
1캡슐을,1캡슐을
:,:
0g,0g
함유,함유
개봉,개봉
"0mg(0%),","0mg(0%),"
"토마토,","토마토,"
섭취,섭취
파-토코페롤,파-토코페롤
사물이,사물이
경,경
유기농,유기농
알루미늄,알루미늄
비타민B2,비타민B2
663번길,663번길
[제품명],[제품명]
시,시
감소에,감소에
함께,함께
및,및
"초유단백분말,","초유단백분말,"
트랜스지방,트랜스지방
B6,B6
스킨,스킨
개선에,개선에
기한,기한
섭취,섭취
"말,","말,"
알레르기,알레르기
"과라나추출물,","과라나추출물,"
■,■
"오징어,","오징어,"
"프락토올리고당,","프락토올리고당,"
함께,함께
충청북도,충청북도
물과,물과
오렌지오일(천,오렌지오일(천
※,※
"산화아연,","산화아연,"
시오.,시오.
사탕수수,사탕수수
:,:
1577-2488,1577-2488
같은,같은
PE,PE
CHOICE,CHOICE
GMP,GMP
비타민B1,비타민B1
수,수
"비타민B1,","비타민B1,"
열원이나,열원이나
"d-α-토코페롤,","d-α-토코페롤,"
비타민B2,비타민B2
유통기한,유통기한
망간,망간
※,※
시,시
입을,입을
5mg,5mg
탄수화물,탄수화물
뼈,뼈
"레시틴),","레시틴),"
-,-
의약품,의약품
적당량,적당량
수,수
및,및
2,2
상담실,상담실
연구,연구
Rg1+Rb1+Rg3,Rg1+Rb1+Rg3
필요,필요
Traceability,Traceability
섭취,섭취
섭취량,섭취량
단백질,단백질
유해산,유해산
1일,1일
손이,손이
"설사,","설사,"
교환,교환
수,수
건강기능식품,건강기능식품
600mg,600mg
나타날,나타날
·,·
사례,사례
